scope,method,topic,keywords
Benilde,NMF,1,"sir, good, grade, chill, super, goat, goated, sya, nice, strict, kay, quiz"
Benilde,NMF,2,"class, online, hour, attend, activity, week, time, attend class, attendance, late, always, super"
Benilde,NMF,3,"prof, good prof, good, nung, teach, chill, nice, online, rate, huhu, absence, prof benilde"
Benilde,NMF,4,"one, time, friend, good, group, since, help, sorry, person, work, day, take"
Benilde,NMF,5,"yan, mag, nag, per, nya, sana, unit, mabait, alam, niyo, wag, ta"
Benilde,NMF,6,"benilde, health, mental health, mental, shit, course, university, many, ust, take, student benilde, wrong"
Benilde,NMF,7,"term, next, next term, last, last term, first, first term, year, end, good luck, luck, able"
Benilde,NMF,8,"like, frosh, csb, year, lahat, thought, hate, see, dlsu, seems, hahaha, joke"
Benilde,NMF,9,"school, art, csb, real, dlsu, high, art school, high school, expect, year, work, better"
Benilde,LDA,0,"term, per, class, unit, prof, full, subject, hour, part, dlsu, time, month"
Benilde,LDA,1,"student, like, friend, admin, issue, one, let, person, see, right, everyone, school"
Benilde,LDA,2,"school, benilde, student, like, csb, one, course, art, work, time, real, year"
Benilde,LDA,3,"benilde, student, like, prof, school, class, strike, stop, face, time, take, let"
Benilde,LDA,4,"class, prof, sir, time, give, grade, teach, good, always, online, one, guy"
Benilde,LDA,5,"student, campus, since, time, like, term, benilde, course, one, last, class, year"
Benilde,LDA,6,"mag, benilde, ta, health, niyo, sana, mental, alam, tapos, ganyan, yan, iba"
Benilde,LDA,7,"nag, yan, benilde, sabi, student, care, pre, school, sobrang, office, mag, nasa"
Benilde,LDA,8,"prof, sir, sya, good, class, grade, nya, super, group, time, nice, miss"
Benilde,LDA,9,"like, frosh, good, sir, use, one, year, prof, experience, classmate, pretty, laptop"
dlsu,NMF,0,"one, time, hahaha, since, work, day, question, part, yes, right, best, always"
dlsu,NMF,1,"program, change, change program, choice, sfa, redirected, apply, campus, passed, scholarship, dcat, request"
dlsu,NMF,2,"fee, reservation, reservation fee, pay, scholarship, pay reservation, confirmation, tuition, result, confirmation fee, tuition fee, hello"
dlsu,NMF,3,"prof, grade, class, report, prof like, student, nya, matter, miss, call, professor, come"
dlsu,NMF,4,"like, like nakapasa, nakapasa, help, wtf, prof like, happened, stuff, seems, idk, study, seems like"
dlsu,NMF,5,"email, recon, hello, letter, reconsideration, send, result, reply, form, recon letter, sent, admission"
dlsu,NMF,6,"dlsu, student, school, professor, ust, dlsu student, college, called, university, campus, scholarship, personal"
dlsu,NMF,7,"course, redirected, choice, passed, major, possible, take, science, shift, engineering, first, psych"
dlsu,NMF,8,"term, class, year, online, first, take, last, subject, shift, per, grade, unit"
dlsu,NMF,9,"friend, good, luck, good luck, see, better, find, huhu, group, new, yan, best"
dlsu,LDA,0,"day, friend, long, let, place, experience, never, find, unless, last, story, sched"
dlsu,LDA,1,"like, paper, friend, wrong, class, assessment, might, school, copy, talk, eventually, small"
dlsu,LDA,2,"time, like, right, school, science, always, take, hard, study, different, course, high"
dlsu,LDA,3,"prof, student, class, like, grade, time, everyone, person, one, given, skill, case"
dlsu,LDA,4,"life, work, grade, feeling, best, end, reason, day, issue, etc, good, privacy"
dlsu,LDA,5,"program, dlsu, course, term, hello, student, year, first, email, scholarship, letter, change"
dlsu,LDA,6,"dlsu, like, tuition, recon, fee, prof, super, since, admin, nalang, right, sana"
dlsu,LDA,7,"honor, one, choose, yan, work, college, prof, hahaha, situation, latin, gpa, grade"
dlsu,LDA,8,"class, online, walang, prof, mag, tapos, lahat, time, ngayon, sabi, yes, break"
dlsu,LDA,9,"group, google, sheet, project, attend, week, concern, first, final, prof, event, tho"
peyups,NMF,0,"like, student, one, time, better, work, yes, university, friend, point, help, mean"
peyups,NMF,1,"rule, reddiquette, review rule, sidebar, review, ban, rule ground, rule reddiquette, violation rule, continuous violation, reddiquette continuous, ground ban"
peyups,NMF,2,"yan, mag, nag, tapos, alam, dapat, lahat, gusto, nya, baka, sya, walang"
peyups,NMF,3,"israel, palestinian, hamas, jew, israeli, palestine, gaza, arab, country, terrorist, refugee, land"
peyups,NMF,4,"campus, upd, course, program, appeal, choice, slot, upg, upm, dpwas, first, uplb"
peyups,NMF,5,"hahaha, sana, nung, parang, hahahaha, dati, delulu, congrats, loob, sya, nito, omg"
peyups,NMF,6,"good, luck, good luck, congrats, math, sana, journey, take, congratulation, happy, college, see"
peyups,NMF,7,"prof, class, student, sem, walang, pabibo, email, classmate, online, math, nag, middle class"
peyups,NMF,8,"year, last, last year, first, ago, year ago, college, first year, graduate, nung, sem, nag"
peyups,NMF,9,"school, upcat, grade, high, high school, exam, pas, private, chance, public, take, nakapasa"
peyups,LDA,0,"year, yan, mag, nag, friend, tapos, sya, hahaha, college, alam, akong, gusto"
peyups,LDA,1,"israel, tapos, iba, ganyan, dahil, niyo, nung, student, experience, lahat, tao, ibang"
peyups,LDA,2,"dorm, fair, like, time, better, one, day, love, area, case, life, sorry"
peyups,LDA,3,"one, student, like, life, good, right, college, many, work, take, best, agree"
peyups,LDA,4,"rule, palestinian, hamas, name, information, personally, israeli, post, war, jew, palestine, review"
peyups,LDA,5,"campus, program, upd, course, school, upcat, choice, first, grade, year, appeal, slot"
peyups,LDA,6,"class, student, time, education, one, university, quality, like, middle, question, school, system"
peyups,LDA,7,"like, laptop, prof, new, time, online, day, video, class, parin, issue, parang"
peyups,LDA,8,"prof, yan, walang, sana, dapat, dito, lahat, student, npa, parang, nyo, dyan"
peyups,LDA,9,"orgs, see, frat, org, remember, moment, laptop, content, picture, bata, book, ram"
